"team_name" "team_id" "year" "Season" "opponent_id" "Indicator"
"A&M-Corpus Christi" 26172 2002 "2001-2002" 26172 1
"A&M-Corpus Christi" 26172 2003 "2002-2003" 26172 1
"A&M-Corpus Christi" 26172 2004 "2003-2004" 26172 1
"A&M-Corpus Christi" 26172 2005 "2004-2005" 26172 1
"A&M-Corpus Christi" 26172 2006 "2005-2006" 26172 1
"A&M-Corpus Christi" 26172 2007 "2006-2007" 26172 1
"A&M-Corpus Christi" 26172 2008 "2007-2008" 26172 1
"A&M-Corpus Christi" 26172 2009 "2008-2009" 26172 1
"A&M-Corpus Christi" 26172 2010 "2009-2010" 26172 1
"A&M-Corpus Christi" 26172 2011 "2010-2011" 26172 1
"A&M-Corpus Christi" 26172 2012 "2011-2012" 26172 1
"A&M-Corpus Christi" 26172 2013 "2012-2013" 26172 1
"A&M-Corpus Christi" 26172 2014 "2013-2014" 26172 1
"A&M-Corpus Christi" 26172 2015 "2014-2015" 26172 1
"A&M-Corpus Christi" 26172 2016 "2015-2016" 26172 1
"A&M-Corpus Christi" 26172 2017 "2016-2017" 26172 1
"A&M-Corpus Christi" 26172 2018 "2017-2018" 26172 1
"A&M-Corpus Christi" 26172 2019 "2018-2019" 26172 1
"Abilene Christian" 2 2014 "2013-2014" 2 1
"Abilene Christian" 2 2015 "2014-2015" 2 1
"Abilene Christian" 2 2016 "2015-2016" 2 1
"Abilene Christian" 2 2017 "2016-2017" 2 1
"Abilene Christian" 2 2018 "2017-2018" 2 1
"Abilene Christian" 2 2019 "2018-2019" 2 1
"Air Force" 721 1981 "1980-1981" 721 1
"Air Force" 721 1982 "1981-1982" 721 1
"Air Force" 721 1997 "1996-1997" 721 1
"Air Force" 721 1998 "1997-1998" 721 1
"Air Force" 721 1999 "1998-1999" 721 1
"Air Force" 721 2000 "1999-2000" 721 1
"Air Force" 721 2001 "2000-2001" 721 1
"Air Force" 721 2002 "2001-2002" 721 1
"Air Force" 721 2003 "2002-2003" 721 1
"Air Force" 721 2004 "2003-2004" 721 1
"Air Force" 721 2005 "2004-2005" 721 1
"Air Force" 721 2006 "2005-2006" 721 1
"Air Force" 721 2007 "2006-2007" 721 1
"Air Force" 721 2008 "2007-2008" 721 1
"Air Force" 721 2009 "2008-2009" 721 1
"Air Force" 721 2010 "2009-2010" 721 1
"Air Force" 721 2011 "2010-2011" 721 1
"Air Force" 721 2012 "2011-2012" 721 1
"Air Force" 721 2013 "2012-2013" 721 1
"Air Force" 721 2014 "2013-2014" 721 1
"Air Force" 721 2015 "2014-2015" 721 1
"Air Force" 721 2016 "2015-2016" 721 1
"Air Force" 721 2017 "2016-2017" 721 1
"Air Force" 721 2018 "2017-2018" 721 1
"Air Force" 721 2019 "2018-2019" 721 1
"Akron" 5 1982 "1981-1982" 5 1
"Akron" 5 1983 "1982-1983" 5 1
"Akron" 5 1984 "1983-1984" 5 1
"Akron" 5 1985 "1984-1985" 5 1
"Akron" 5 1986 "1985-1986" 5 1
"Akron" 5 1987 "1986-1987" 5 1
"Akron" 5 1988 "1987-1988" 5 1
"Akron" 5 1989 "1988-1989" 5 1
"Akron" 5 1990 "1989-1990" 5 1
"Akron" 5 1991 "1990-1991" 5 1
"Akron" 5 1992 "1991-1992" 5 1
"Akron" 5 1993 "1992-1993" 5 1
"Akron" 5 1994 "1993-1994" 5 1
"Akron" 5 1995 "1994-1995" 5 1
"Akron" 5 1996 "1995-1996" 5 1
"Akron" 5 1997 "1996-1997" 5 1
"Akron" 5 1998 "1997-1998" 5 1
"Akron" 5 1999 "1998-1999" 5 1
"Akron" 5 2000 "1999-2000" 5 1
"Akron" 5 2001 "2000-2001" 5 1
"Akron" 5 2002 "2001-2002" 5 1
"Akron" 5 2003 "2002-2003" 5 1
"Akron" 5 2004 "2003-2004" 5 1
"Akron" 5 2005 "2004-2005" 5 1
"Akron" 5 2006 "2005-2006" 5 1
"Akron" 5 2007 "2006-2007" 5 1
"Akron" 5 2008 "2007-2008" 5 1
"Akron" 5 2009 "2008-2009" 5 1
"Akron" 5 2010 "2009-2010" 5 1
"Akron" 5 2011 "2010-2011" 5 1
"Akron" 5 2012 "2011-2012" 5 1
"Akron" 5 2013 "2012-2013" 5 1
"Akron" 5 2014 "2013-2014" 5 1
"Akron" 5 2015 "2014-2015" 5 1
"Akron" 5 2016 "2015-2016" 5 1
"Akron" 5 2017 "2016-2017" 5 1
"Akron" 5 2018 "2017-2018" 5 1
"Akron" 5 2019 "2018-2019" 5 1
"Alabama" 8 1982 "1981-1982" 8 1
"Alabama" 8 1983 "1982-1983" 8 1
"Alabama" 8 1984 "1983-1984" 8 1
"Alabama" 8 1985 "1984-1985" 8 1
"Alabama" 8 1986 "1985-1986" 8 1
"Alabama" 8 1987 "1986-1987" 8 1
"Alabama" 8 1988 "1987-1988" 8 1
"Alabama" 8 1989 "1988-1989" 8 1
"Alabama" 8 1990 "1989-1990" 8 1
"Alabama" 8 1991 "1990-1991" 8 1
"Alabama" 8 1992 "1991-1992" 8 1
"Alabama" 8 1993 "1992-1993" 8 1
"Alabama" 8 1994 "1993-1994" 8 1
"Alabama" 8 1995 "1994-1995" 8 1
"Alabama" 8 1996 "1995-1996" 8 1
"Alabama" 8 1997 "1996-1997" 8 1
"Alabama" 8 1998 "1997-1998" 8 1
"Alabama" 8 1999 "1998-1999" 8 1
"Alabama" 8 2000 "1999-2000" 8 1
"Alabama" 8 2001 "2000-2001" 8 1
"Alabama" 8 2002 "2001-2002" 8 1
"Alabama" 8 2003 "2002-2003" 8 1
"Alabama" 8 2004 "2003-2004" 8 1
"Alabama" 8 2005 "2004-2005" 8 1
"Alabama" 8 2006 "2005-2006" 8 1
"Alabama" 8 2007 "2006-2007" 8 1
"Alabama" 8 2008 "2007-2008" 8 1
"Alabama" 8 2009 "2008-2009" 8 1
"Alabama" 8 2010 "2009-2010" 8 1
"Alabama" 8 2011 "2010-2011" 8 1
"Alabama" 8 2012 "2011-2012" 8 1
"Alabama" 8 2013 "2012-2013" 8 1
"Alabama" 8 2014 "2013-2014" 8 1
"Alabama" 8 2015 "2014-2015" 8 1
"Alabama" 8 2016 "2015-2016" 8 1
"Alabama" 8 2017 "2016-2017" 8 1
"Alabama" 8 2018 "2017-2018" 8 1
"Alabama" 8 2019 "2018-2019" 8 1
"Alabama A&M" 6 2000 "1999-2000" 6 1
"Alabama A&M" 6 2002 "2001-2002" 6 1
"Alabama A&M" 6 2003 "2002-2003" 6 1
"Alabama A&M" 6 2004 "2003-2004" 6 1
"Alabama A&M" 6 2005 "2004-2005" 6 1
"Alabama A&M" 6 2006 "2005-2006" 6 1
"Alabama A&M" 6 2007 "2006-2007" 6 1
"Alabama A&M" 6 2008 "2007-2008" 6 1
"Alabama A&M" 6 2009 "2008-2009" 6 1
"Alabama A&M" 6 2010 "2009-2010" 6 1
"Alabama A&M" 6 2011 "2010-2011" 6 1
"Alabama A&M" 6 2012 "2011-2012" 6 1
"Alabama A&M" 6 2013 "2012-2013" 6 1
"Alabama A&M" 6 2014 "2013-2014" 6 1
"Alabama A&M" 6 2015 "2014-2015" 6 1
"Alabama A&M" 6 2016 "2015-2016" 6 1
"Alabama A&M" 6 2017 "2016-2017" 6 1
"Alabama A&M" 6 2018 "2017-2018" 6 1
"Alabama A&M" 6 2019 "2018-2019" 6 1
"Alabama St." 7 1984 "1983-1984" 7 1
"Alabama St." 7 1985 "1984-1985" 7 1
"Alabama St." 7 1986 "1985-1986" 7 1
"Alabama St." 7 1987 "1986-1987" 7 1
"Alabama St." 7 1988 "1987-1988" 7 1
"Alabama St." 7 1989 "1988-1989" 7 1
"Alabama St." 7 1990 "1989-1990" 7 1
"Alabama St." 7 1991 "1990-1991" 7 1
"Alabama St." 7 1992 "1991-1992" 7 1
"Alabama St." 7 1993 "1992-1993" 7 1
"Alabama St." 7 1994 "1993-1994" 7 1
"Alabama St." 7 1995 "1994-1995" 7 1
"Alabama St." 7 1996 "1995-1996" 7 1
"Alabama St." 7 1997 "1996-1997" 7 1
"Alabama St." 7 1998 "1997-1998" 7 1
"Alabama St." 7 1999 "1998-1999" 7 1
"Alabama St." 7 2000 "1999-2000" 7 1
"Alabama St." 7 2001 "2000-2001" 7 1
"Alabama St." 7 2002 "2001-2002" 7 1
"Alabama St." 7 2003 "2002-2003" 7 1
"Alabama St." 7 2004 "2003-2004" 7 1
"Alabama St." 7 2005 "2004-2005" 7 1
"Alabama St." 7 2006 "2005-2006" 7 1
"Alabama St." 7 2007 "2006-2007" 7 1
"Alabama St." 7 2008 "2007-2008" 7 1
"Alabama St." 7 2009 "2008-2009" 7 1
"Alabama St." 7 2010 "2009-2010" 7 1
"Alabama St." 7 2011 "2010-2011" 7 1
"Alabama St." 7 2012 "2011-2012" 7 1
"Alabama St." 7 2013 "2012-2013" 7 1
"Alabama St." 7 2014 "2013-2014" 7 1
"Alabama St." 7 2015 "2014-2015" 7 1
"Alabama St." 7 2016 "2015-2016" 7 1
"Alabama St." 7 2017 "2016-2017" 7 1
"Alabama St." 7 2018 "2017-2018" 7 1
"Alabama St." 7 2019 "2018-2019" 7 1
"Albany (NY)" 14 2000 "1999-2000" 14 1
"Albany (NY)" 14 2001 "2000-2001" 14 1
"Albany (NY)" 14 2002 "2001-2002" 14 1
"Albany (NY)" 14 2003 "2002-2003" 14 1
"Albany (NY)" 14 2004 "2003-2004" 14 1
"Albany (NY)" 14 2005 "2004-2005" 14 1
"Albany (NY)" 14 2006 "2005-2006" 14 1
"Albany (NY)" 14 2007 "2006-2007" 14 1
"Albany (NY)" 14 2008 "2007-2008" 14 1
"Albany (NY)" 14 2009 "2008-2009" 14 1
"Albany (NY)" 14 2010 "2009-2010" 14 1
"Albany (NY)" 14 2011 "2010-2011" 14 1
"Albany (NY)" 14 2012 "2011-2012" 14 1
"Albany (NY)" 14 2013 "2012-2013" 14 1
"Albany (NY)" 14 2014 "2013-2014" 14 1
"Albany (NY)" 14 2015 "2014-2015" 14 1
"Albany (NY)" 14 2016 "2015-2016" 14 1
"Albany (NY)" 14 2017 "2016-2017" 14 1
"Albany (NY)" 14 2018 "2017-2018" 14 1
"Albany (NY)" 14 2019 "2018-2019" 14 1
"Alcorn" 17 1982 "1981-1982" 17 1
"Alcorn" 17 1983 "1982-1983" 17 1
"Alcorn" 17 1984 "1983-1984" 17 1
"Alcorn" 17 1985 "1984-1985" 17 1
"Alcorn" 17 1986 "1985-1986" 17 1
"Alcorn" 17 1987 "1986-1987" 17 1
"Alcorn" 17 1988 "1987-1988" 17 1
"Alcorn" 17 1989 "1988-1989" 17 1
"Alcorn" 17 1990 "1989-1990" 17 1
"Alcorn" 17 1991 "1990-1991" 17 1
"Alcorn" 17 1992 "1991-1992" 17 1
"Alcorn" 17 1993 "1992-1993" 17 1
"Alcorn" 17 1994 "1993-1994" 17 1
"Alcorn" 17 1995 "1994-1995" 17 1
"Alcorn" 17 1996 "1995-1996" 17 1
"Alcorn" 17 1997 "1996-1997" 17 1
"Alcorn" 17 1998 "1997-1998" 17 1
"Alcorn" 17 1999 "1998-1999" 17 1
"Alcorn" 17 2000 "1999-2000" 17 1
"Alcorn" 17 2001 "2000-2001" 17 1
"Alcorn" 17 2002 "2001-2002" 17 1
"Alcorn" 17 2003 "2002-2003" 17 1
"Alcorn" 17 2004 "2003-2004" 17 1
"Alcorn" 17 2005 "2004-2005" 17 1
"Alcorn" 17 2006 "2005-2006" 17 1
"Alcorn" 17 2007 "2006-2007" 17 1
"Alcorn" 17 2008 "2007-2008" 17 1
"Alcorn" 17 2009 "2008-2009" 17 1
"Alcorn" 17 2010 "2009-2010" 17 1
"Alcorn" 17 2011 "2010-2011" 17 1
"Alcorn" 17 2012 "2011-2012" 17 1
"Alcorn" 17 2013 "2012-2013" 17 1
"Alcorn" 17 2014 "2013-2014" 17 1
"Alcorn" 17 2015 "2014-2015" 17 1
"Alcorn" 17 2016 "2015-2016" 17 1
"Alcorn" 17 2017 "2016-2017" 17 1
"Alcorn" 17 2018 "2017-2018" 17 1
"Alcorn" 17 2019 "2018-2019" 17 1
"American" 23 1982 "1981-1982" 23 1
"American" 23 1983 "1982-1983" 23 1
"American" 23 1984 "1983-1984" 23 1
"American" 23 1985 "1984-1985" 23 1
"American" 23 1986 "1985-1986" 23 1
"American" 23 1987 "1986-1987" 23 1
"American" 23 1988 "1987-1988" 23 1
"American" 23 1989 "1988-1989" 23 1
"American" 23 1990 "1989-1990" 23 1
"American" 23 1991 "1990-1991" 23 1
"American" 23 1992 "1991-1992" 23 1
"American" 23 1993 "1992-1993" 23 1
"American" 23 1994 "1993-1994" 23 1
"American" 23 1995 "1994-1995" 23 1
"American" 23 1997 "1996-1997" 23 1
"American" 23 1999 "1998-1999" 23 1
"American" 23 2000 "1999-2000" 23 1
"American" 23 2001 "2000-2001" 23 1
"American" 23 2002 "2001-2002" 23 1
"American" 23 2003 "2002-2003" 23 1
"American" 23 2004 "2003-2004" 23 1
"American" 23 2005 "2004-2005" 23 1
"American" 23 2006 "2005-2006" 23 1
"American" 23 2007 "2006-2007" 23 1
"American" 23 2008 "2007-2008" 23 1
"American" 23 2009 "2008-2009" 23 1
"American" 23 2010 "2009-2010" 23 1
"American" 23 2011 "2010-2011" 23 1
"American" 23 2012 "2011-2012" 23 1
"American" 23 2013 "2012-2013" 23 1
"American" 23 2014 "2013-2014" 23 1
"American" 23 2015 "2014-2015" 23 1
"American" 23 2016 "2015-2016" 23 1
"American" 23 2017 "2016-2017" 23 1
"American" 23 2018 "2017-2018" 23 1
"American" 23 2019 "2018-2019" 23 1
"Appalachian St." 27 1982 "1981-1982" 27 1
"Appalachian St." 27 1984 "1983-1984" 27 1
"Appalachian St." 27 1985 "1984-1985" 27 1
"Appalachian St." 27 1986 "1985-1986" 27 1
"Appalachian St." 27 1987 "1986-1987" 27 1
"Appalachian St." 27 1988 "1987-1988" 27 1
"Appalachian St." 27 1989 "1988-1989" 27 1
"Appalachian St." 27 1990 "1989-1990" 27 1
"Appalachian St." 27 1991 "1990-1991" 27 1
"Appalachian St." 27 1992 "1991-1992" 27 1
"Appalachian St." 27 1993 "1992-1993" 27 1
"Appalachian St." 27 1994 "1993-1994" 27 1
"Appalachian St." 27 1995 "1994-1995" 27 1
"Appalachian St." 27 1996 "1995-1996" 27 1
"Appalachian St." 27 1997 "1996-1997" 27 1
"Appalachian St." 27 1998 "1997-1998" 27 1
"Appalachian St." 27 1999 "1998-1999" 27 1
"Appalachian St." 27 2000 "1999-2000" 27 1
"Appalachian St." 27 2001 "2000-2001" 27 1
"Appalachian St." 27 2002 "2001-2002" 27 1
"Appalachian St." 27 2003 "2002-2003" 27 1
"Appalachian St." 27 2004 "2003-2004" 27 1
"Appalachian St." 27 2005 "2004-2005" 27 1
"Appalachian St." 27 2006 "2005-2006" 27 1
"Appalachian St." 27 2007 "2006-2007" 27 1
"Appalachian St." 27 2008 "2007-2008" 27 1
"Appalachian St." 27 2009 "2008-2009" 27 1
"Appalachian St." 27 2010 "2009-2010" 27 1
"Appalachian St." 27 2011 "2010-2011" 27 1
"Appalachian St." 27 2012 "2011-2012" 27 1
"Appalachian St." 27 2013 "2012-2013" 27 1
"Appalachian St." 27 2014 "2013-2014" 27 1
"Appalachian St." 27 2015 "2014-2015" 27 1
"Appalachian St." 27 2016 "2015-2016" 27 1
"Appalachian St." 27 2017 "2016-2017" 27 1
"Appalachian St." 27 2018 "2017-2018" 27 1
"Appalachian St." 27 2019 "2018-2019" 27 1
"Arizona" 29 1982 "1981-1982" 29 1
"Arizona" 29 1983 "1982-1983" 29 1
"Arizona" 29 1984 "1983-1984" 29 1
"Arizona" 29 1985 "1984-1985" 29 1
"Arizona" 29 1986 "1985-1986" 29 1
"Arizona" 29 1987 "1986-1987" 29 1
"Arizona" 29 1988 "1987-1988" 29 1
"Arizona" 29 1989 "1988-1989" 29 1
"Arizona" 29 1990 "1989-1990" 29 1
"Arizona" 29 1991 "1990-1991" 29 1
"Arizona" 29 1992 "1991-1992" 29 1
"Arizona" 29 1993 "1992-1993" 29 1
"Arizona" 29 1994 "1993-1994" 29 1
"Arizona" 29 1995 "1994-1995" 29 1
"Arizona" 29 1996 "1995-1996" 29 1
"Arizona" 29 1997 "1996-1997" 29 1
"Arizona" 29 1998 "1997-1998" 29 1
"Arizona" 29 1999 "1998-1999" 29 1
"Arizona" 29 2000 "1999-2000" 29 1
"Arizona" 29 2001 "2000-2001" 29 1
"Arizona" 29 2002 "2001-2002" 29 1
"Arizona" 29 2003 "2002-2003" 29 1
"Arizona" 29 2004 "2003-2004" 29 1
"Arizona" 29 2005 "2004-2005" 29 1
"Arizona" 29 2006 "2005-2006" 29 1
"Arizona" 29 2007 "2006-2007" 29 1
"Arizona" 29 2008 "2007-2008" 29 1
"Arizona" 29 2009 "2008-2009" 29 1
"Arizona" 29 2010 "2009-2010" 29 1
"Arizona" 29 2011 "2010-2011" 29 1
"Arizona" 29 2012 "2011-2012" 29 1
"Arizona" 29 2013 "2012-2013" 29 1
"Arizona" 29 2014 "2013-2014" 29 1
"Arizona" 29 2015 "2014-2015" 29 1
"Arizona" 29 2016 "2015-2016" 29 1
"Arizona" 29 2017 "2016-2017" 29 1
"Arizona" 29 2018 "2017-2018" 29 1
"Arizona" 29 2019 "2018-2019" 29 1
"Arizona St." 28 1982 "1981-1982" 28 1
"Arizona St." 28 1983 "1982-1983" 28 1
"Arizona St." 28 1985 "1984-1985" 28 1
"Arizona St." 28 1986 "1985-1986" 28 1
"Arizona St." 28 1987 "1986-1987" 28 1
"Arizona St." 28 1988 "1987-1988" 28 1
"Arizona St." 28 1989 "1988-1989" 28 1
"Arizona St." 28 1990 "1989-1990" 28 1
"Arizona St." 28 1991 "1990-1991" 28 1
"Arizona St." 28 1992 "1991-1992" 28 1
"Arizona St." 28 1993 "1992-1993" 28 1
"Arizona St." 28 1994 "1993-1994" 28 1
"Arizona St." 28 1995 "1994-1995" 28 1
"Arizona St." 28 1996 "1995-1996" 28 1
"Arizona St." 28 1997 "1996-1997" 28 1
"Arizona St." 28 1998 "1997-1998" 28 1
"Arizona St." 28 1999 "1998-1999" 28 1
"Arizona St." 28 2000 "1999-2000" 28 1
"Arizona St." 28 2001 "2000-2001" 28 1
"Arizona St." 28 2002 "2001-2002" 28 1
"Arizona St." 28 2003 "2002-2003" 28 1
"Arizona St." 28 2004 "2003-2004" 28 1
"Arizona St." 28 2005 "2004-2005" 28 1
"Arizona St." 28 2006 "2005-2006" 28 1
"Arizona St." 28 2007 "2006-2007" 28 1
"Arizona St." 28 2008 "2007-2008" 28 1
"Arizona St." 28 2009 "2008-2009" 28 1
"Arizona St." 28 2010 "2009-2010" 28 1
"Arizona St." 28 2011 "2010-2011" 28 1
"Arizona St." 28 2012 "2011-2012" 28 1
"Arizona St." 28 2013 "2012-2013" 28 1
"Arizona St." 28 2014 "2013-2014" 28 1
"Arizona St." 28 2015 "2014-2015" 28 1
"Arizona St." 28 2016 "2015-2016" 28 1
"Arizona St." 28 2017 "2016-2017" 28 1
"Arizona St." 28 2018 "2017-2018" 28 1
"Arizona St." 28 2019 "2018-2019" 28 1
"Ark.-Pine Bluff" 2678 1999 "1998-1999" 2678 1
"Ark.-Pine Bluff" 2678 2000 "1999-2000" 2678 1
"Ark.-Pine Bluff" 2678 2001 "2000-2001" 2678 1
"Ark.-Pine Bluff" 2678 2002 "2001-2002" 2678 1
"Ark.-Pine Bluff" 2678 2003 "2002-2003" 2678 1
"Ark.-Pine Bluff" 2678 2004 "2003-2004" 2678 1
"Ark.-Pine Bluff" 2678 2005 "2004-2005" 2678 1
"Ark.-Pine Bluff" 2678 2006 "2005-2006" 2678 1
"Ark.-Pine Bluff" 2678 2007 "2006-2007" 2678 1
"Ark.-Pine Bluff" 2678 2008 "2007-2008" 2678 1
"Ark.-Pine Bluff" 2678 2009 "2008-2009" 2678 1
"Ark.-Pine Bluff" 2678 2010 "2009-2010" 2678 1
"Ark.-Pine Bluff" 2678 2011 "2010-2011" 2678 1
"Ark.-Pine Bluff" 2678 2012 "2011-2012" 2678 1
"Ark.-Pine Bluff" 2678 2013 "2012-2013" 2678 1
"Ark.-Pine Bluff" 2678 2014 "2013-2014" 2678 1
"Ark.-Pine Bluff" 2678 2015 "2014-2015" 2678 1
"Ark.-Pine Bluff" 2678 2016 "2015-2016" 2678 1
"Ark.-Pine Bluff" 2678 2017 "2016-2017" 2678 1
"Ark.-Pine Bluff" 2678 2018 "2017-2018" 2678 1
"Ark.-Pine Bluff" 2678 2019 "2018-2019" 2678 1
"Arkansas" 31 1982 "1981-1982" 31 1
"Arkansas" 31 1983 "1982-1983" 31 1
"Arkansas" 31 1984 "1983-1984" 31 1
"Arkansas" 31 1985 "1984-1985" 31 1
"Arkansas" 31 1986 "1985-1986" 31 1
"Arkansas" 31 1987 "1986-1987" 31 1
"Arkansas" 31 1988 "1987-1988" 31 1
"Arkansas" 31 1989 "1988-1989" 31 1
"Arkansas" 31 1990 "1989-1990" 31 1
"Arkansas" 31 1991 "1990-1991" 31 1
"Arkansas" 31 1992 "1991-1992" 31 1
"Arkansas" 31 1993 "1992-1993" 31 1
"Arkansas" 31 1994 "1993-1994" 31 1
"Arkansas" 31 1995 "1994-1995" 31 1
"Arkansas" 31 1996 "1995-1996" 31 1
"Arkansas" 31 1997 "1996-1997" 31 1
"Arkansas" 31 1998 "1997-1998" 31 1
"Arkansas" 31 1999 "1998-1999" 31 1
"Arkansas" 31 2000 "1999-2000" 31 1
"Arkansas" 31 2001 "2000-2001" 31 1
"Arkansas" 31 2002 "2001-2002" 31 1
"Arkansas" 31 2003 "2002-2003" 31 1
"Arkansas" 31 2004 "2003-2004" 31 1
"Arkansas" 31 2005 "2004-2005" 31 1
"Arkansas" 31 2006 "2005-2006" 31 1
"Arkansas" 31 2007 "2006-2007" 31 1
"Arkansas" 31 2008 "2007-2008" 31 1
"Arkansas" 31 2009 "2008-2009" 31 1
"Arkansas" 31 2010 "2009-2010" 31 1
"Arkansas" 31 2011 "2010-2011" 31 1
"Arkansas" 31 2012 "2011-2012" 31 1
"Arkansas" 31 2013 "2012-2013" 31 1
"Arkansas" 31 2014 "2013-2014" 31 1
"Arkansas" 31 2015 "2014-2015" 31 1
"Arkansas" 31 2016 "2015-2016" 31 1
"Arkansas" 31 2017 "2016-2017" 31 1
"Arkansas" 31 2018 "2017-2018" 31 1
"Arkansas" 31 2019 "2018-2019" 31 1
"Arkansas St." 30 1982 "1981-1982" 30 1
"Arkansas St." 30 1983 "1982-1983" 30 1
"Arkansas St." 30 1984 "1983-1984" 30 1
"Arkansas St." 30 1985 "1984-1985" 30 1
"Arkansas St." 30 1986 "1985-1986" 30 1
"Arkansas St." 30 1987 "1986-1987" 30 1
"Arkansas St." 30 1988 "1987-1988" 30 1
"Arkansas St." 30 1989 "1988-1989" 30 1
"Arkansas St." 30 1990 "1989-1990" 30 1
"Arkansas St." 30 1991 "1990-1991" 30 1
"Arkansas St." 30 1992 "1991-1992" 30 1
"Arkansas St." 30 1993 "1992-1993" 30 1
"Arkansas St." 30 1994 "1993-1994" 30 1
"Arkansas St." 30 1995 "1994-1995" 30 1
"Arkansas St." 30 1996 "1995-1996" 30 1
"Arkansas St." 30 1997 "1996-1997" 30 1
"Arkansas St." 30 1998 "1997-1998" 30 1
"Arkansas St." 30 1999 "1998-1999" 30 1
"Arkansas St." 30 2000 "1999-2000" 30 1
"Arkansas St." 30 2001 "2000-2001" 30 1
"Arkansas St." 30 2002 "2001-2002" 30 1
"Arkansas St." 30 2003 "2002-2003" 30 1
"Arkansas St." 30 2004 "2003-2004" 30 1
"Arkansas St." 30 2005 "2004-2005" 30 1
"Arkansas St." 30 2006 "2005-2006" 30 1
"Arkansas St." 30 2007 "2006-2007" 30 1
"Arkansas St." 30 2008 "2007-2008" 30 1
"Arkansas St." 30 2009 "2008-2009" 30 1
"Arkansas St." 30 2010 "2009-2010" 30 1
"Arkansas St." 30 2011 "2010-2011" 30 1
"Arkansas St." 30 2012 "2011-2012" 30 1
"Arkansas St." 30 2013 "2012-2013" 30 1
"Arkansas St." 30 2014 "2013-2014" 30 1
"Arkansas St." 30 2015 "2014-2015" 30 1
"Arkansas St." 30 2016 "2015-2016" 30 1
"Arkansas St." 30 2017 "2016-2017" 30 1
"Arkansas St." 30 2018 "2017-2018" 30 1
"Arkansas St." 30 2019 "2018-2019" 30 1
"Army West Point" 725 1982 "1981-1982" 725 1
"Army West Point" 725 1991 "1990-1991" 725 1
"Army West Point" 725 1992 "1991-1992" 725 1
"Army West Point" 725 1993 "1992-1993" 725 1
"Army West Point" 725 1994 "1993-1994" 725 1
"Army West Point" 725 1995 "1994-1995" 725 1
"Army West Point" 725 1996 "1995-1996" 725 1
"Army West Point" 725 1997 "1996-1997" 725 1
"Army West Point" 725 1998 "1997-1998" 725 1
"Army West Point" 725 1999 "1998-1999" 725 1
"Army West Point" 725 2000 "1999-2000" 725 1
"Army West Point" 725 2001 "2000-2001" 725 1
"Army West Point" 725 2002 "2001-2002" 725 1
"Army West Point" 725 2003 "2002-2003" 725 1
"Army West Point" 725 2004 "2003-2004" 725 1
"Army West Point" 725 2005 "2004-2005" 725 1
"Army West Point" 725 2006 "2005-2006" 725 1
"Army West Point" 725 2007 "2006-2007" 725 1
"Army West Point" 725 2008 "2007-2008" 725 1
"Army West Point" 725 2009 "2008-2009" 725 1
"Army West Point" 725 2010 "2009-2010" 725 1
"Army West Point" 725 2011 "2010-2011" 725 1
"Army West Point" 725 2012 "2011-2012" 725 1
"Army West Point" 725 2013 "2012-2013" 725 1
"Army West Point" 725 2014 "2013-2014" 725 1
"Army West Point" 725 2015 "2014-2015" 725 1
"Army West Point" 725 2016 "2015-2016" 725 1
"Army West Point" 725 2017 "2016-2017" 725 1
"Army West Point" 725 2018 "2017-2018" 725 1
"Army West Point" 725 2019 "2018-2019" 725 1
"Auburn" 37 1982 "1981-1982" 37 1
"Auburn" 37 1983 "1982-1983" 37 1
"Auburn" 37 1984 "1983-1984" 37 1
"Auburn" 37 1985 "1984-1985" 37 1
"Auburn" 37 1986 "1985-1986" 37 1
"Auburn" 37 1987 "1986-1987" 37 1
"Auburn" 37 1988 "1987-1988" 37 1
"Auburn" 37 1989 "1988-1989" 37 1
"Auburn" 37 1990 "1989-1990" 37 1
"Auburn" 37 1991 "1990-1991" 37 1
"Auburn" 37 1992 "1991-1992" 37 1
"Auburn" 37 1993 "1992-1993" 37 1
"Auburn" 37 1994 "1993-1994" 37 1
"Auburn" 37 1995 "1994-1995" 37 1
"Auburn" 37 1996 "1995-1996" 37 1
"Auburn" 37 1997 "1996-1997" 37 1
"Auburn" 37 1998 "1997-1998" 37 1
"Auburn" 37 1999 "1998-1999" 37 1
"Auburn" 37 2000 "1999-2000" 37 1
"Auburn" 37 2001 "2000-2001" 37 1
"Auburn" 37 2002 "2001-2002" 37 1
"Auburn" 37 2003 "2002-2003" 37 1
"Auburn" 37 2004 "2003-2004" 37 1
"Auburn" 37 2005 "2004-2005" 37 1
"Auburn" 37 2006 "2005-2006" 37 1
"Auburn" 37 2007 "2006-2007" 37 1
"Auburn" 37 2008 "2007-2008" 37 1
"Auburn" 37 2009 "2008-2009" 37 1
"Auburn" 37 2010 "2009-2010" 37 1
"Auburn" 37 2011 "2010-2011" 37 1
"Auburn" 37 2012 "2011-2012" 37 1
"Auburn" 37 2013 "2012-2013" 37 1
"Auburn" 37 2014 "2013-2014" 37 1
"Auburn" 37 2015 "2014-2015" 37 1
"Auburn" 37 2016 "2015-2016" 37 1
"Auburn" 37 2017 "2016-2017" 37 1
"Auburn" 37 2018 "2017-2018" 37 1
"Auburn" 37 2019 "2018-2019" 37 1
"Augusta" 39 1985 "1984-1985" 39 1
"Augusta" 39 1986 "1985-1986" 39 1
